soil_health,soil_organic_carbon_pct,irrigation_water_quality,synthetic_fertilizer_index,pesticide_residue_ppb,plant_quality,dietary_quality,pasture_quality,meat_quality,genetics_score,antibiotic_use,gut_health
-1.1606301667598722,-1.1004472147303082,-0.9838199425765561,1.1485952802828472,1.0371441356248816,-1.560699379107524,0.08720484760154805,-1.4200774918138557,-0.9265239034424213,-2.5819111403759805,0,0.0
-0.8781976096139196,-0.6881779780164243,-1.2669488520779866,0.7277781256951387,0.8144972210241512,-0.8554582504759397,-0.7202469520261743,-0.9340945402303619,-0.5418151995809936,2.306563111222138,1,0.0
0.6242492768173055,0.5283431374919818,0.5329337790759253,-0.2657684342579678,-0.5781314028058844,0.48754972069905256,1.5384116075802492,0.33713941774051154,0.03883603079361188,-1.4493439591648283,0,11.196500791717447
-0.9318381058727669,-1.4394033055061428,-1.6429775719634971,0.09768784131486499,0.8798491538435467,-0.9165177592912838,-1.5580273693500897,-1.9133235675052267,-1.1517339154076036,-1.7104106099717649,0,0.0
0.4893158938760501,0.3491982992962299,0.12596094442271938,-0.8291558057526947,-0.22760143550065767,0.6737076660208698,-0.5204723224145887,0.6126095866943932,0.9912508762676552,1.012209511317782,0,22.201637881390223
-1.3534760152695207,-1.0496788169461964,-1.87773543275145,1.1121679644403202,1.1859236092061558,-1.5285225057624505,-1.7960254636499176,-1.4951599821428143,-0.6440567452032816,2.458421180199698,0,7.650844899837041
0.876901905632438,0.7622582877166242,1.1517066990724492,0.22607572072157178,-1.0189289369679864,0.558099419431863,1.188066510041871,1.1316408877006932,1.7821745095499426,1.3813210449777036,0,24.99617708844856
-1.2179460368689976,-1.233789335433837,-0.5714571603111154,0.9948674484299749,1.0059928290580658,-1.452431963999522,-0.08607559820482266,-0.8200505176860594,-1.3978578284450007,0.5441529360631622,1,0.0
0.5790154478348214,0.8640523950237539,-0.5405147965010946,0.057367731521335175,-0.8017895404241259,0.8014547703982918,0.10033712457342106,0.5664045907887703,0.05406947826399971,0.5756299942207527,0,21.67643513769903
0.6528451534967088,0.42187134878789534,1.3474954685269898,-0.5597679805983531,-0.8728340607313595,1.1356700621047493,0.583589643482428,0.8641924249320923,0.3722371837382145,0.8395896530753562,0,20.896120845499546
-0.678550999868529,-1.1075160374530795,0.9374178899014779,0.3281660563259051,0.9002958720981502,-0.05529683246910137,-0.8527996688557138,-0.6628228149720219,-1.0329656160158383,0.7431672037421408,0,10.797993819041498
0.6089442422058877,0.5462786235053935,0.5432844064004394,-0.6720172532438146,-0.5737581636252064,0.9401947947723128,-0.4581675292651834,1.0628895074168572,1.092740259191064,0.2556440229660779,1,0.0
0.28517290679015644,0.13765423368964194,-0.1347814768506782,-0.3476969867264913,-0.269279311294932,0.13152717867952687,0.5319577067848636,0.09107899762334888,-0.1691785001216418,0.0750282158750149,1,0.0
-0.5195469869887785,-0.780664047556116,1.2641384344411724,0.763259167324341,0.48926132298658115,0.21431864536438955,0.27630468968812266,-0.14173072420327776,0.6862938266979928,-0.09518264537997101,0,6.5684965945013225
-0.9924542395249709,-0.995823715216826,-1.5980912399872351,1.5836286781191768,1.172876878121497,-1.4781419961123137,-1.2465284703536648,-1.404279089983561,-0.5509995754681526,-0.8007162271598287,0,0.0
-1.9530136965870426,-1.716677767745711,-1.5960787801770626,1.8873102912637347,1.823258054385968,-1.397487374409943,-1.7960254636499176,-1.9810957756023484,-1.871297247634271,-0.3177318063782539,0,0.0
0.37498737536740034,0.3673561275376037,0.428988765463742,0.28946583382368624,-0.13112160582074867,0.764120056846674,1.6508230513114228,0.46951904186439236,1.208784769464404,-1.7589428613238292,0,9.60544298143625
-1.5524852607601891,-1.3878391698339707,-0.47405994700136966,0.837966508424879,1.381811169552451,-1.3608073547162716,-1.485977026314469,-1.0608515778422012,-0.4089009970360475,-0.13166137906440595,0,1.1078618939209297
0.11895204340403392,0.6721502096386642,0.32411272543239533,-0.33241087771285766,0.2535250919636224,0.30985339102949083,0.5571778186460453,0.35093105994987106,0.10889539956179028,-1.040148858055599,0,12.528480333169586
-0.24228044884155522,-0.32611606270085636,-0.4871075698127383,-0.18018920946692116,0.27539627363231994,-0.24269754301663987,-1.1924662264648787,-0.7249329401880532,-1.5174120342259736,-1.1575027027338696,0,0.086919180578606
0.7067209188108646,0.7727786559315187,0.029831920229378625,-0.4611945032230658,-0.8661223441532792,0.47957212678487765,0.22329417294244164,0.21643995360619983,0.09910113753142884,0.15227176687909014,0,21.7830629873131
-0.28114022478998696,-0.4136785074734531,-0.4258339855068112,0.04666495434365045,0.2267658933112893,-0.12470844818250942,0.04366341498180013,-0.07825837442331733,-0.3641887411486765,1.3892088439889654,0,12.582635559371324
-0.30872886921609777,-0.5420207991511334,-0.8452325039433977,0.6455943703442972,0.23763213121023605,-0.6168323447377827,-0.3354955130219965,-0.8107868852364634,-0.6884603459132945,0.9058201397138269,0,8.689506692423299
0.7598074399450304,0.5629620119243913,0.6694378874079766,-1.1651499028517822,-0.95309601945219,1.084321277721977,0.9431697448561829,0.559083144702785,0.5411435760531588,-1.6339782457243672,0,17.340827670645588
0.36029611970299635,0.21142279503759737,-0.026645091219654218,-0.3017155653878378,-0.3864885768520461,-0.13706916603450742,0.16615703085541164,0.543425066204325,0.5059638191230695,-1.041207130087353,0,5.961164457679963
0.34126549852455684,0.44638045726656694,-0.5967808659425355,0.05483820285814209,-0.4891603970911219,0.467121975296589,-0.4004575752870517,-0.17581358744955386,0.035903120899054244,0.9287346835593622,0,9.08203016176454
0.4954184132802442,1.1954549155488436,1.1700413891988948,-1.5329487933067545,-0.716314764855351,0.9320460232898674,0.8465256317909025,1.0437481286918846,0.44877084632715747,-1.0339201153747286,0,15.545127218317967
-1.523055820710409,-1.668637105800784,-1.5483266285291464,2.170271784826543,1.9456374104116456,-2.015969081176925,-1.6189590012485293,-1.9138496766105142,-1.6399483127842283,-0.26054191118219283,0,0.0
0.784894877900531,0.6378888370753999,-0.09432281183839948,-0.8450315780169947,-0.771630201554909,0.4828340385018156,0.5015460682286498,0.8938961662924512,0.6286428024463864,0.5300120664575936,0,22.36715522436451
0.6395935007387824,0.6051649496841993,0.4409511497763715,-1.6377009871643522,-0.3782337647606599,0.4949734312667156,0.4074747692632567,1.1829703304059958,1.1491355003384196,-1.0194874713571735,0,18.29258116698235
-1.0006379639792202,-0.8311289320975863,-0.7777624148233384,0.9484973725175457,1.0013109096240804,-1.2967054473000645,-1.7960254636499176,-0.6417590739918638,-0.236464878411966,0.0762266746388219,0,0.0
